RIL	Chr	Start	end
RIL_2	Chr_2	26120919	26120922
RIL_2	Chr_2	26510354	26510357
RIL_2	Chr_2	26523329	26523332
RIL_2	Chr_2	26678342	26678345
RIL_2	Chr_2	26927408	26927411
RIL_2	Chr_2	27162234	27162237
RIL_2	Chr_2	27244609	27244612
RIL_2	Chr_2	28166074	28166077
RIL_2	Chr_2	28329975	28329978
RIL_2	Chr_2	28376796	28376799
RIL_2	Chr_2	28579143	28579146
RIL_2	Chr_2	28633939	28633942
RIL_2	Chr_2	28662451	28662454
RIL_2	Chr_2	28724475	28724478
RIL_2	Chr_2	28732622	28732625
RIL_2	Chr_2	28964838	28964841
RIL_2	Chr_2	29429218	29429221
RIL_2	Chr_2	29436152	29436155
RIL_2	Chr_2	29547914	29547917
RIL_2	Chr_2	29576702	29576705
RIL_2	Chr_2	30104999	30105002
RIL_2	Chr_2	30934394	30934397
RIL_2	Chr_2	31278023	31278026
RIL_2	Chr_2	31455300	31455303
RIL_2	Chr_2	31636376	31636379
RIL_2	Chr_2	31702279	31702282
RIL_2	Chr_2	31849506	31849509
RIL_2	Chr_2	32019865	32019868
RIL_2	Chr_2	32026346	32026349
RIL_2	Chr_2	32397176	32397179
RIL_2	Chr_2	32487715	32487718
RIL_2	Chr_2	32572257	32572260
RIL_2	Chr_2	32678686	32678689
RIL_2	Chr_2	32858538	32858541
RIL_2	Chr_2	32895943	32895946
RIL_2	Chr_2	33187794	33187797
RIL_2	Chr_2	33871068	33871071
RIL_2	Chr_2	34670529	34670532
RIL_2	Chr_2	35238925	35238928
RIL_2	Chr_2	35712070	35712073
RIL_2	Chr_3	398792	398795
RIL_2	Chr_3	1246188	1246191
RIL_2	Chr_3	1298988	1298991
RIL_2	Chr_3	1429393	1429396
RIL_2	Chr_3	1453239	1453242
RIL_2	Chr_3	1840661	1840664
RIL_2	Chr_3	2737673	2737676
RIL_2	Chr_3	2830201	2830204
RIL_2	Chr_3	3469627	3469630
RIL_2	Chr_3	3623526	3623529
RIL_2	Chr_3	3639998	3640001
RIL_2	Chr_3	3804369	3804372
RIL_2	Chr_3	3872633	3872636
RIL_2	Chr_3	4377251	4377254
RIL_2	Chr_3	4820855	4820858
RIL_2	Chr_3	5699256	5699259
RIL_2	Chr_3	6139873	6139876
RIL_2	Chr_3	6227232	6227235
RIL_2	Chr_3	6775497	6775500
RIL_2	Chr_3	6951421	6951424
RIL_2	Chr_3	8558948	8558951
RIL_2	Chr_3	9946170	9946173
RIL_2	Chr_3	10676838	10676841
RIL_2	Chr_3	11281617	11281620
RIL_2	Chr_3	11356058	11356061
RIL_2	Chr_3	11366879	11366882
RIL_2	Chr_3	12158053	12158056
RIL_2	Chr_3	13100613	13100616
RIL_2	Chr_3	14294449	14294452
RIL_2	Chr_3	14618742	14618745
RIL_2	Chr_3	15487800	15487803
RIL_2	Chr_3	15603450	15603453
RIL_2	Chr_3	16222139	16222142
RIL_2	Chr_3	16625083	16625086
RIL_2	Chr_3	17195959	17195962
RIL_2	Chr_3	17266448	17266451
RIL_2	Chr_3	17642393	17642396
RIL_2	Chr_3	21188432	21188435
RIL_2	Chr_3	22164168	22164171
RIL_2	Chr_3	22701630	22701633
RIL_2	Chr_3	24436163	24436166
RIL_2	Chr_3	24753654	24753657
RIL_2	Chr_3	24920216	24920219
RIL_2	Chr_3	26028788	26028791
RIL_2	Chr_3	26753247	26753250
RIL_2	Chr_3	27554630	27554633
RIL_2	Chr_3	28366832	28366835
RIL_2	Chr_3	28470308	28470311
RIL_2	Chr_3	28519793	28519796
RIL_2	Chr_3	29084767	29084770
RIL_2	Chr_3	30058248	30058251
RIL_2	Chr_3	30613089	30613092
RIL_2	Chr_3	31749198	31749201
RIL_2	Chr_3	31831567	31831570
RIL_2	Chr_3	31848096	31848099
RIL_2	Chr_3	32923409	32923412
RIL_2	Chr_3	33130124	33130127
RIL_2	Chr_3	34257579	34257582
RIL_2	Chr_3	34459499	34459502
RIL_2	Chr_3	34520796	34520799
RIL_2	Chr_3	35141440	35141443
RIL_2	Chr_3	36140437	36140440
RIL_2	Chr_4	4767247	4767250
RIL_2	Chr_4	9332085	9332088
RIL_2	Chr_4	9562247	9562250
RIL_2	Chr_4	12216663	12216666
RIL_2	Chr_4	13471893	13471896
RIL_2	Chr_4	15070774	15070777
RIL_2	Chr_4	16079450	16079453
RIL_2	Chr_4	18718159	18718162
RIL_2	Chr_4	18786202	18786205
RIL_2	Chr_4	20249931	20249934
RIL_2	Chr_4	21022203	21022206
RIL_2	Chr_4	21408124	21408127
RIL_2	Chr_4	21600763	21600766
RIL_2	Chr_4	21673100	21673103
RIL_2	Chr_4	21998763	21998766
RIL_2	Chr_4	22877989	22877992
RIL_2	Chr_4	23235334	23235337
RIL_2	Chr_4	23734495	23734498
RIL_2	Chr_4	24925072	24925075
RIL_2	Chr_4	25028693	25028696
RIL_2	Chr_4	25274593	25274596
RIL_2	Chr_4	26226547	26226550
RIL_2	Chr_4	26361893	26361896
RIL_2	Chr_4	27011581	27011584
RIL_2	Chr_4	27056953	27056956
RIL_2	Chr_4	27129771	27129774
RIL_2	Chr_4	27782487	27782490
RIL_2	Chr_4	28057246	28057249
RIL_2	Chr_4	28059607	28059610
RIL_2	Chr_4	28148003	28148006
RIL_2	Chr_4	28828615	28828618
RIL_2	Chr_4	28861865	28861868
RIL_2	Chr_4	29639098	29639101
RIL_2	Chr_4	31426319	31426322
RIL_2	Chr_4	31930920	31930923
RIL_2	Chr_4	32169652	32169655
RIL_2	Chr_4	33297824	33297827
RIL_2	Chr_4	33304485	33304488
RIL_2	Chr_4	34687258	34687261
RIL_2	Chr_5	226599	226602
RIL_2	Chr_5	646583	646586
RIL_2	Chr_5	898444	898447
RIL_2	Chr_5	1736704	1736707
RIL_2	Chr_5	2348557	2348560
RIL_2	Chr_5	4074600	4074603
RIL_2	Chr_5	5806594	5806597
RIL_2	Chr_5	5878602	5878605
RIL_2	Chr_5	6164427	6164430
RIL_2	Chr_5	6663444	6663447
RIL_2	Chr_5	8004100	8004103
RIL_2	Chr_5	10234682	10234685
RIL_2	Chr_5	13371628	13371631
RIL_2	Chr_5	13976475	13976478
RIL_2	Chr_5	16788400	16788403
RIL_2	Chr_5	17983773	17983776
RIL_2	Chr_5	18028707	18028710
RIL_2	Chr_5	19143341	19143344
RIL_2	Chr_5	19808128	19808131
RIL_2	Chr_5	19961219	19961222
RIL_2	Chr_5	20117984	20117987
RIL_2	Chr_5	20323602	20323605
RIL_2	Chr_5	20420994	20420997
RIL_2	Chr_5	21620539	21620542
RIL_2	Chr_5	21633281	21633284
RIL_2	Chr_5	22056643	22056646
RIL_2	Chr_5	22246309	22246312
RIL_2	Chr_5	22646608	22646611
RIL_2	Chr_5	23257993	23257996
RIL_2	Chr_5	23730901	23730904
RIL_2	Chr_5	24878621	24878624
RIL_2	Chr_5	25474860	25474863
RIL_2	Chr_5	25536620	25536623
RIL_2	Chr_5	25546565	25546568
RIL_2	Chr_5	26247574	26247577
RIL_2	Chr_5	27602381	27602384
RIL_2	Chr_5	27853706	27853709
RIL_2	Chr_5	28151163	28151166
RIL_2	Chr_5	28592208	28592211
RIL_2	Chr_5	28811998	28812001
RIL_2	Chr_5	29636516	29636519
RIL_2	Chr_6	844778	844781
RIL_2	Chr_6	986513	986516
RIL_2	Chr_6	1397517	1397520
RIL_2	Chr_6	2035334	2035337
RIL_2	Chr_6	2856375	2856378
RIL_2	Chr_6	3811309	3811312
RIL_2	Chr_6	4729736	4729739
RIL_2	Chr_6	5294781	5294784
RIL_2	Chr_6	5711664	5711667
RIL_2	Chr_6	6151044	6151047
RIL_2	Chr_6	6356701	6356704
RIL_2	Chr_6	6521724	6521727
RIL_2	Chr_6	6848918	6848921
RIL_2	Chr_6	7240933	7240936
RIL_2	Chr_6	7628081	7628084
RIL_2	Chr_6	7673229	7673232
RIL_2	Chr_6	8171527	8171530
RIL_2	Chr_6	8187914	8187917
RIL_2	Chr_6	8972534	8972537
RIL_2	Chr_6	11143071	11143074
RIL_2	Chr_6	11552864	11552867
RIL_2	Chr_6	14533007	14533010
RIL_2	Chr_6	17290334	17290337
RIL_2	Chr_6	19875147	19875150
RIL_2	Chr_6	20709176	20709179
RIL_2	Chr_6	21861157	21861160
RIL_2	Chr_6	22645405	22645408
RIL_2	Chr_6	23276129	23276132
RIL_2	Chr_6	23340487	23340490
RIL_2	Chr_6	23535330	23535333
RIL_2	Chr_6	23901085	23901088
RIL_2	Chr_6	24139317	24139320
RIL_2	Chr_6	24358871	24358874
RIL_2	Chr_6	24594638	24594641
RIL_2	Chr_6	24736784	24736787
RIL_2	Chr_6	25002508	25002511
RIL_2	Chr_6	26019283	26019286
RIL_2	Chr_6	26084878	26084881
RIL_2	Chr_6	26095136	26095139
RIL_2	Chr_6	26417517	26417520
RIL_2	Chr_6	27453820	27453823
RIL_2	Chr_6	27840590	27840593
RIL_2	Chr_6	29048878	29048881
RIL_2	Chr_6	29051077	29051080
RIL_2	Chr_6	29405403	29405406
RIL_2	Chr_6	29643902	29643905
RIL_2	Chr_6	29874552	29874555
RIL_2	Chr_6	30049592	30049595
RIL_2	Chr_6	30450782	30450785
RIL_2	Chr_7	1246378	1246381
RIL_2	Chr_7	1788057	1788060
RIL_2	Chr_7	2243507	2243510
RIL_2	Chr_7	3469263	3469266
RIL_2	Chr_7	3580864	3580867
RIL_2	Chr_7	3981857	3981860
RIL_2	Chr_7	6130590	6130593
RIL_2	Chr_7	6376911	6376914
RIL_2	Chr_7	7541942	7541945
RIL_2	Chr_7	8128229	8128232
RIL_2	Chr_7	8541854	8541857
RIL_2	Chr_7	13285251	13285254
RIL_2	Chr_7	15650815	15650818
RIL_2	Chr_7	16258988	16258991
RIL_2	Chr_7	18616401	18616404
RIL_2	Chr_7	19446274	19446277
RIL_2	Chr_7	19493002	19493005
RIL_2	Chr_7	20587125	20587128
RIL_2	Chr_7	20612318	20612321
RIL_2	Chr_7	23795149	23795152
RIL_2	Chr_7	24937107	24937110
RIL_2	Chr_7	25772024	25772027
RIL_2	Chr_7	25788367	25788370
RIL_2	Chr_7	26090553	26090556
RIL_2	Chr_7	26156681	26156684
RIL_2	Chr_7	26460306	26460309
RIL_2	Chr_7	26674879	26674882
RIL_2	Chr_7	27443189	27443192
RIL_2	Chr_7	27679691	27679694
RIL_2	Chr_7	28151482	28151485
RIL_2	Chr_7	28821662	28821665
RIL_2	Chr_7	28868722	28868725
RIL_2	Chr_7	29014628	29014631
RIL_2	Chr_7	29015071	29015074
RIL_2	Chr_7	29460820	29460823
RIL_2	Chr_7	29484348	29484351
RIL_2	Chr_8	613972	613975
RIL_2	Chr_8	763040	763043
RIL_2	Chr_8	974176	974179
RIL_2	Chr_8	2376612	2376615
RIL_2	Chr_8	2433354	2433357
RIL_2	Chr_8	4865570	4865573
RIL_2	Chr_8	8581522	8581525
RIL_2	Chr_8	8655021	8655024
RIL_2	Chr_8	9385129	9385132
RIL_2	Chr_8	9683719	9683722
RIL_2	Chr_8	9778571	9778574
RIL_2	Chr_8	11403144	11403147
RIL_2	Chr_8	11413111	11413114
RIL_2	Chr_8	13103110	13103113
RIL_2	Chr_8	14721481	14721484
RIL_2	Chr_8	15387726	15387729
RIL_2	Chr_8	15632446	15632449
RIL_2	Chr_8	18093769	18093772
RIL_2	Chr_8	18094269	18094272
RIL_2	Chr_8	19197270	19197273
RIL_2	Chr_8	19452247	19452250
RIL_2	Chr_8	19453400	19453403
RIL_2	Chr_8	19856471	19856474
RIL_2	Chr_8	19888503	19888506
RIL_2	Chr_8	20628374	20628377
RIL_2	Chr_8	21303491	21303494
RIL_2	Chr_8	22717441	22717444
RIL_2	Chr_8	23289526	23289529
RIL_2	Chr_8	23714170	23714173
RIL_2	Chr_8	24175360	24175363
RIL_2	Chr_8	24881079	24881082
RIL_2	Chr_8	26389311	26389314
RIL_2	Chr_8	26430164	26430167
RIL_2	Chr_8	26602700	26602703
RIL_2	Chr_8	26779367	26779370
RIL_2	Chr_8	27152477	27152480
RIL_2	Chr_8	28359810	28359813
RIL_2	Chr_9	6852609	6852612
RIL_2	Chr_9	9583245	9583248
RIL_2	Chr_9	11345696	11345699
RIL_2	Chr_9	12105753	12105756
RIL_2	Chr_9	12538484	12538487
RIL_2	Chr_9	13347066	13347069
RIL_2	Chr_9	15710720	15710723
RIL_2	Chr_9	16182068	16182071
RIL_2	Chr_9	16865569	16865572
RIL_2	Chr_9	18183748	18183751
RIL_2	Chr_9	18501907	18501910
RIL_2	Chr_9	19174229	19174232
RIL_2	Chr_9	19302410	19302413
RIL_2	Chr_9	19637390	19637393
RIL_2	Chr_9	19760394	19760397
RIL_2	Chr_9	20250174	20250177
RIL_2	Chr_9	20804029	20804032
RIL_2	Chr_9	21614110	21614113
RIL_2	Chr_9	21743838	21743841
RIL_2	Chr_10	664875	664878
RIL_2	Chr_10	1267743	1267746
RIL_2	Chr_10	1766192	1766195
RIL_2	Chr_10	2983646	2983649
RIL_2	Chr_10	2990544	2990547
RIL_2	Chr_10	6645082	6645085
RIL_2	Chr_10	7399680	7399683
RIL_2	Chr_10	9284124	9284127
RIL_2	Chr_10	11609959	11609962
RIL_2	Chr_10	11754178	11754181
RIL_2	Chr_10	12025204	12025207
RIL_2	Chr_10	12054351	12054354
RIL_2	Chr_10	12134119	12134122
RIL_2	Chr_10	14181188	14181191
RIL_2	Chr_10	15143402	15143405
RIL_2	Chr_10	15844226	15844229
RIL_2	Chr_10	16399985	16399988
RIL_2	Chr_10	16572762	16572765
RIL_2	Chr_10	17064451	17064454
RIL_2	Chr_10	17892618	17892621
RIL_2	Chr_10	17898191	17898194
RIL_2	Chr_10	18044216	18044219
RIL_2	Chr_10	18430452	18430455
RIL_2	Chr_10	21163117	21163120
RIL_2	Chr_10	21361208	21361211
RIL_2	Chr_10	22510406	22510409
RIL_2	Chr_10	22578378	22578381
RIL_2	Chr_11	617174	617177
RIL_2	Chr_11	714488	714491
RIL_2	Chr_11	966068	966071
RIL_2	Chr_11	1133027	1133030
RIL_2	Chr_11	1533284	1533287
RIL_2	Chr_11	2446250	2446253
RIL_2	Chr_11	2479825	2479828
RIL_2	Chr_11	2591538	2591541
RIL_2	Chr_11	2880278	2880281
RIL_2	Chr_11	3117373	3117376
RIL_2	Chr_11	3763337	3763340
RIL_2	Chr_11	4772252	4772255
RIL_2	Chr_11	7594413	7594416
RIL_2	Chr_11	7865737	7865740
RIL_2	Chr_11	10091197	10091200
RIL_2	Chr_11	10797352	10797355
RIL_2	Chr_11	10863128	10863131
RIL_2	Chr_11	11101465	11101468
RIL_2	Chr_11	13931786	13931789
RIL_2	Chr_11	14298682	14298685
RIL_2	Chr_11	14340124	14340127
RIL_2	Chr_11	14578664	14578667
RIL_2	Chr_11	14670785	14670788
RIL_2	Chr_11	15300441	15300444
RIL_2	Chr_11	16397044	16397047
RIL_2	Chr_11	16894771	16894774
RIL_2	Chr_11	17866690	17866693
RIL_2	Chr_11	19084256	19084259
RIL_2	Chr_11	19939293	19939296
RIL_2	Chr_11	20490424	20490427
RIL_2	Chr_11	21176363	21176366
RIL_2	Chr_11	21459183	21459186
RIL_2	Chr_11	22474611	22474614
RIL_2	Chr_11	22928061	22928064
RIL_2	Chr_11	22938100	22938103
RIL_2	Chr_11	24682791	24682794
RIL_2	Chr_11	25523875	25523878
RIL_2	Chr_11	25812261	25812264
RIL_2	Chr_11	26077403	26077406
RIL_2	Chr_11	27446722	27446725
RIL_2	Chr_12	332028	332031
RIL_2	Chr_12	460952	460955
RIL_2	Chr_12	2224377	2224380
RIL_2	Chr_12	2304263	2304266
RIL_2	Chr_12	4109148	4109151
RIL_2	Chr_12	4633370	4633373
RIL_2	Chr_12	5545730	5545733
RIL_2	Chr_12	7653851	7653854
RIL_2	Chr_12	9581948	9581951
RIL_2	Chr_12	11098821	11098824
RIL_2	Chr_12	12392891	12392894
RIL_2	Chr_12	12862145	12862148
RIL_2	Chr_12	19986497	19986500
RIL_2	Chr_12	20093255	20093258
RIL_2	Chr_12	21693724	21693727
RIL_2	Chr_12	23060354	23060357
RIL_2	Chr_12	23784567	23784570
RIL_2	Chr_12	24595102	24595105
RIL_2	Chr_12	24973858	24973861
RIL_2	Chr_12	25413938	25413941
RIL_2	Chr_12	26785964	26785967
RIL_2	Chr_12	26789983	26789986
RIL_2	Chr_13	9995	9998
RIL_3	Chr_1	1132974	1132977
RIL_3	Chr_1	1715116	1715119
RIL_3	Chr_1	2540053	2540056
RIL_3	Chr_1	3444991	3444994
RIL_3	Chr_1	3480371	3480374
RIL_3	Chr_1	3616725	3616728
RIL_3	Chr_1	3929764	3929767
RIL_3	Chr_1	4076463	4076466
RIL_3	Chr_1	4101862	4101865
RIL_3	Chr_1	6170366	6170369
RIL_3	Chr_1	6172232	6172235
RIL_3	Chr_1	6364926	6364929
RIL_3	Chr_1	6816414	6816417
RIL_3	Chr_1	6846278	6846281
RIL_3	Chr_1	6864903	6864906
RIL_3	Chr_1	7514411	7514414
RIL_3	Chr_1	7587835	7587838
RIL_3	Chr_1	7739100	7739103
RIL_3	Chr_1	8083871	8083874
RIL_3	Chr_1	8326624	8326627
RIL_3	Chr_1	10687603	10687606
RIL_3	Chr_1	11272005	11272008
RIL_3	Chr_1	12323224	12323227
RIL_3	Chr_1	13418286	13418289
RIL_3	Chr_1	15360898	15360901
RIL_3	Chr_1	15512723	15512726
RIL_3	Chr_1	16327643	16327646
RIL_3	Chr_1	20419243	20419246
RIL_3	Chr_1	21565699	21565702
RIL_3	Chr_1	22959176	22959179
RIL_3	Chr_1	24082897	24082900
RIL_3	Chr_1	24181479	24181482
RIL_3	Chr_1	24252949	24252952
RIL_3	Chr_1	24966588	24966591
RIL_3	Chr_1	25086304	25086307
RIL_3	Chr_1	25281770	25281773
RIL_3	Chr_1	25866208	25866211
RIL_3	Chr_1	26106796	26106799
RIL_3	Chr_1	26205753	26205756
RIL_3	Chr_1	27951800	27951803
RIL_3	Chr_1	28356231	28356234
RIL_3	Chr_1	28394436	28394439
RIL_3	Chr_1	28924284	28924287
RIL_3	Chr_1	28943928	28943931
RIL_3	Chr_1	29276378	29276381
RIL_3	Chr_1	29328838	29328841
RIL_3	Chr_1	29494571	29494574
RIL_3	Chr_1	29496301	29496304
RIL_3	Chr_1	29926800	29926803
RIL_3	Chr_1	30895564	30895567
RIL_3	Chr_1	31458870	31458873
RIL_3	Chr_1	31556969	31556972
RIL_3	Chr_1	32042994	32042997
RIL_3	Chr_1	32293359	32293362
RIL_3	Chr_1	33766058	33766061
RIL_3	Chr_1	34086311	34086314
RIL_3	Chr_1	34281435	34281438
RIL_3	Chr_1	34353550	34353553
RIL_3	Chr_1	34505905	34505908
RIL_3	Chr_1	34726029	34726032
RIL_3	Chr_1	35200491	35200494
RIL_3	Chr_1	35936947	35936950
RIL_3	Chr_1	36796589	36796592
RIL_3	Chr_1	38079293	38079296
RIL_3	Chr_1	38092037	38092040
RIL_3	Chr_1	39234960	39234963
RIL_3	Chr_1	39666830	39666833
RIL_3	Chr_1	39899559	39899562
RIL_3	Chr_1	39904179	39904182
RIL_3	Chr_1	40262215	40262218
RIL_3	Chr_1	40283834	40283837
RIL_3	Chr_1	40469774	40469777
RIL_3	Chr_1	40641753	40641756
RIL_3	Chr_1	40692631	40692634
RIL_3	Chr_1	40818574	40818577
RIL_3	Chr_1	40832861	40832864
RIL_3	Chr_1	41321637	41321640
RIL_3	Chr_1	41774917	41774920
RIL_3	Chr_1	41818258	41818261
RIL_3	Chr_1	41979187	41979190
RIL_3	Chr_1	42144080	42144083
RIL_3	Chr_1	42599828	42599831
RIL_3	Chr_2	458589	458592
RIL_3	Chr_2	1656531	1656534
RIL_3	Chr_2	3475610	3475613
RIL_3	Chr_2	3502593	3502596
RIL_3	Chr_2	4368693	4368696
RIL_3	Chr_2	4494434	4494437
RIL_3	Chr_2	5857963	5857966
RIL_3	Chr_2	7113422	7113425
RIL_3	Chr_2	7346135	7346138
RIL_3	Chr_2	9438879	9438882
RIL_3	Chr_2	10202907	10202910
RIL_3	Chr_2	11041881	11041884
RIL_3	Chr_2	12298995	12298998
RIL_3	Chr_2	14680969	14680972
RIL_3	Chr_2	15361022	15361025
RIL_3	Chr_2	16222087	16222090
RIL_3	Chr_2	16678149	16678152
RIL_3	Chr_2	16748399	16748402
RIL_3	Chr_2	16986965	16986968
RIL_3	Chr_2	17969908	17969911
RIL_3	Chr_2	18302508	18302511
RIL_3	Chr_2	18458308	18458311
RIL_3	Chr_2	19968187	19968190
RIL_3	Chr_2	22547038	22547041
RIL_3	Chr_2	27148059	27148062
RIL_3	Chr_2	27201254	27201257
RIL_3	Chr_2	28948533	28948536
RIL_3	Chr_2	30162442	30162445
RIL_3	Chr_2	30219031	30219034
RIL_3	Chr_2	30375300	30375303
RIL_3	Chr_2	30593385	30593388
RIL_3	Chr_2	30902244	30902247
RIL_3	Chr_2	31053564	31053567
RIL_3	Chr_2	31668465	31668468
RIL_3	Chr_2	32675541	32675544
RIL_3	Chr_2	33884289	33884292
RIL_3	Chr_2	34576206	34576209
RIL_3	Chr_3	180222	180225
RIL_3	Chr_3	198574	198577
RIL_3	Chr_3	399054	399057
RIL_3	Chr_3	511328	511331
RIL_3	Chr_3	1246188	1246191
RIL_3	Chr_3	1298988	1298991
RIL_3	Chr_3	1429393	1429396
RIL_3	Chr_3	1443018	1443021
RIL_3	Chr_3	1840658	1840661
RIL_3	Chr_3	2095851	2095854
RIL_3	Chr_3	2737673	2737676
RIL_3	Chr_3	3390556	3390559
RIL_3	Chr_3	4722560	4722563
RIL_3	Chr_3	4742473	4742476
RIL_3	Chr_3	4820855	4820858
RIL_3	Chr_3	5528918	5528921
RIL_3	Chr_3	6154019	6154022
RIL_3	Chr_3	6328407	6328410
RIL_3	Chr_3	6441698	6441701
RIL_3	Chr_3	6566209	6566212
RIL_3	Chr_3	7025984	7025987
RIL_3	Chr_3	7296366	7296369
RIL_3	Chr_3	8457820	8457823
RIL_3	Chr_3	9162953	9162956
RIL_3	Chr_3	10593110	10593113
RIL_3	Chr_3	10990368	10990371
RIL_3	Chr_3	11015127	11015130
RIL_3	Chr_3	11102321	11102324
RIL_3	Chr_3	11329079	11329082
RIL_3	Chr_3	11724933	11724936
RIL_3	Chr_3	11781492	11781495
RIL_3	Chr_3	11922189	11922192
RIL_3	Chr_3	12036119	12036122
RIL_3	Chr_3	12067612	12067615
RIL_3	Chr_3	12409836	12409839
RIL_3	Chr_3	12904743	12904746
RIL_3	Chr_3	13027115	13027118
RIL_3	Chr_3	13172075	13172078
RIL_3	Chr_3	13319068	13319071
RIL_3	Chr_3	13683981	13683984
RIL_3	Chr_3	14548544	14548547
RIL_3	Chr_3	14597026	14597029
RIL_3	Chr_3	14625279	14625282
RIL_3	Chr_3	15487800	15487803
RIL_3	Chr_3	15603450	15603453
RIL_3	Chr_3	15698485	15698488
RIL_3	Chr_3	16222142	16222145
RIL_3	Chr_3	17195962	17195965
RIL_3	Chr_3	17338127	17338130
RIL_3	Chr_3	17642390	17642393
RIL_3	Chr_3	21188432	21188435
RIL_3	Chr_3	22164168	22164171
RIL_3	Chr_3	22701630	22701633
RIL_3	Chr_3	24225787	24225790
RIL_3	Chr_3	24436166	24436169
RIL_3	Chr_3	24690333	24690336
RIL_3	Chr_3	24920216	24920219
RIL_3	Chr_3	24969221	24969224
RIL_3	Chr_3	25133835	25133838
RIL_3	Chr_3	28470311	28470314
RIL_3	Chr_3	28519793	28519796
RIL_3	Chr_3	29198086	29198089
RIL_3	Chr_3	30058248	30058251
RIL_3	Chr_3	30613092	30613095
RIL_3	Chr_3	31198552	31198555
RIL_3	Chr_3	31848096	31848099
RIL_3	Chr_3	32074508	32074511
RIL_3	Chr_3	32577015	32577018
RIL_3	Chr_3	33130127	33130130
RIL_3	Chr_3	34294950	34294953
RIL_3	Chr_3	34424157	34424160
RIL_3	Chr_3	34459499	34459502
RIL_3	Chr_3	34570540	34570543
RIL_3	Chr_3	35141440	35141443
RIL_3	Chr_3	36241631	36241634
RIL_3	Chr_4	1877635	1877638
RIL_3	Chr_4	2471260	2471263
RIL_3	Chr_4	4514396	4514399
RIL_3	Chr_4	5775282	5775285
RIL_3	Chr_4	11589861	11589864
RIL_3	Chr_4	12679020	12679023
RIL_3	Chr_4	13471893	13471896
RIL_3	Chr_4	14732635	14732638
RIL_3	Chr_4	15070774	15070777
RIL_3	Chr_4	18566523	18566526
RIL_3	Chr_4	19188395	19188398
RIL_3	Chr_4	19359151	19359154
RIL_3	Chr_4	19471781	19471784
RIL_3	Chr_4	19771333	19771336
RIL_3	Chr_4	19922775	19922778
RIL_3	Chr_4	19999251	19999254
RIL_3	Chr_4	20249931	20249934
RIL_3	Chr_4	20300024	20300027
RIL_3	Chr_4	20906353	20906356
RIL_3	Chr_4	21249875	21249878
RIL_3	Chr_4	21371854	21371857
RIL_3	Chr_4	22037903	22037906
RIL_3	Chr_4	22295243	22295246
RIL_3	Chr_4	22883629	22883632
RIL_3	Chr_4	22924801	22924804
RIL_3	Chr_4	24176512	24176515
RIL_3	Chr_4	25028693	25028696
RIL_3	Chr_4	26016653	26016656
RIL_3	Chr_4	26226544	26226547
RIL_3	Chr_4	26423865	26423868
RIL_3	Chr_4	26536179	26536182
RIL_3	Chr_4	27129774	27129777
RIL_3	Chr_4	27514316	27514319
RIL_3	Chr_4	27782487	27782490
RIL_3	Chr_4	28057246	28057249
RIL_3	Chr_4	28059610	28059613
RIL_3	Chr_4	28148003	28148006
RIL_3	Chr_4	28828615	28828618
RIL_3	Chr_4	29593703	29593706
RIL_3	Chr_4	29609122	29609125
RIL_3	Chr_4	29871503	29871506
RIL_3	Chr_4	30135589	30135592
RIL_3	Chr_4	31376616	31376619
RIL_3	Chr_4	31426319	31426322
RIL_3	Chr_4	31906154	31906157
RIL_3	Chr_4	31930923	31930926
RIL_3	Chr_4	32169652	32169655
RIL_3	Chr_4	33304485	33304488
RIL_3	Chr_4	33402610	33402613
RIL_3	Chr_4	33867068	33867071
RIL_3	Chr_4	34367900	34367903
RIL_3	Chr_4	34687258	34687261
RIL_3	Chr_4	34929122	34929125
RIL_3	Chr_4	35082634	35082637
RIL_3	Chr_5	171252	171255
RIL_3	Chr_5	334871	334874
RIL_3	Chr_5	898444	898447
RIL_3	Chr_5	1440637	1440640
RIL_3	Chr_5	2972804	2972807
RIL_3	Chr_5	3049044	3049047
RIL_3	Chr_5	4248931	4248934
RIL_3	Chr_5	4249080	4249083
RIL_3	Chr_5	4616619	4616622
RIL_3	Chr_5	5370455	5370458
RIL_3	Chr_5	6164427	6164430
RIL_3	Chr_5	6586190	6586193
RIL_3	Chr_5	14154609	14154612
RIL_3	Chr_5	14625557	14625560
RIL_3	Chr_5	14652034	14652037
RIL_3	Chr_5	14654627	14654630
RIL_3	Chr_5	15210312	15210315
RIL_3	Chr_5	15213005	15213008
RIL_3	Chr_5	15488459	15488462
RIL_3	Chr_5	15583220	15583223
RIL_3	Chr_5	15586257	15586260
RIL_3	Chr_5	15698448	15698451
RIL_3	Chr_5	16355428	16355431
RIL_3	Chr_5	16364135	16364138
RIL_3	Chr_5	16615711	16615714
RIL_3	Chr_5	16788406	16788409
RIL_3	Chr_5	17519858	17519861
RIL_3	Chr_5	17713717	17713720
RIL_3	Chr_5	17983773	17983776
RIL_3	Chr_5	18695568	18695571
RIL_3	Chr_5	18960104	18960107
RIL_3	Chr_5	19041506	19041509
RIL_3	Chr_5	19725365	19725368
RIL_3	Chr_5	19775167	19775170
RIL_3	Chr_5	21321063	21321066
RIL_3	Chr_5	21678134	21678137
RIL_3	Chr_5	22645235	22645238
RIL_3	Chr_5	22929720	22929723
RIL_3	Chr_5	23257990	23257993
RIL_3	Chr_5	25474860	25474863
